season,tournament,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,espn_match_id,source
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Taine Randell,6,FL,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Josh Kronfeld,7,FL,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Ron Cribb,8,N8,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Leon MacDonald,16,FH,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Norm Maxwell,17,L,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Craig Dowd,18,P,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Mark Hammett,19,H,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Tony Brown,20,FH,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Scott Robertson,21,N8,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,New Zealand,Byron Kelleher,22,,False,,,0,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Percy Montgomery,15,FB,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Thinus Delport,14,W,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Robbie Fleck,13,C,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,De Wet Barry,12,C,True,,0,80,23841,espn
2000,Rugby Championship / Tri Nations,2000-07-22,New Zealand,South Africa,South Africa,Breyton Paulse,11,W,True,,0,80,23841,espn
